sent_id,symbol,pub_date,elr,concept,lang,text,label_binary,label_tech,label_commitment,label_realisation,amount_flag,stratum,n_words
JOPH|2024-05-06|DisclosuresDirectorsReport|jsc_DisclosureOfBenefitsAndRemunerationsOfChairmanMembersOfBoardOfDirectorsAndSeniorExecutiveManagementDuringTheFiscalYearIncludingPaymentsReceivedByAnyOfThemSuchAsFeesSalariesBonusesAndOtherwiseAndTheirTravelAndTransportExpensesWithinKingdomAndAbroad|0|ar|56,JOPH,2024-05-06,DisclosuresDirectorsReport,jsc_DisclosureOfBenefitsAndRemunerationsOfChairmanMembersOfBoardOfDirectorsAndSeniorExecutiveManagementDuringTheFiscalYearIncludingPaymentsReceivedByAnyOfThemSuchAsFeesSalariesBonusesAndOtherwiseAndTheirTravelAndTransportExpensesWithinKingdomAndAbroad,ar,الخبرات السابقة - رئيس لجنة الترميز في شركة مناجم الفوسفات.,,,,,FALSE,screen_positive,10
JOPH|2024-05-06|DisclosuresDirectorsReport|jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach|0|ar|62,JOPH,2024-05-06,DisclosuresDirectorsReport,jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach,ar,الخبرات السابقة - رئيس لجنة الترميز في شركة مناجم الفوسفات.,,,,,FALSE,screen_positive,10
JOPT|2023-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfAnyGovernmentProtectionOrAnyConcessionGrantedToCompanyOrToAnyOfItsProductsPursuantToLawsRegulationsOrOtherwiseWithSpecificationOfEffectivePeriodThereofAsWellAsDescriptionOfAnyPatentsOrLicensingRightsObtainedByCompany|0|en|142,JOPT,2023-04-30,DisclosuresDirectorsReport,jsc_DisclosureOfAnyGovernmentProtectionOrAnyConcessionGrantedToCompanyOrToAnyOfItsProductsPursuantToLawsRegulationsOrOtherwiseWithSpecificationOfEffectivePeriodThereofAsWellAsDescriptionOfAnyPatentsOrLicensingRightsObtainedByCompany,en,"Lube oil products comply with the Jordanian specifications, American Petroleum Institute (API) standards, the Society of Automobiles Engineers (SAE) standards, European standards (ACEA), Original Equipment manufacturers (OEM) specifications and the American Army Military standards (Military Standard), the products are subjected to the most stringent quality control tests carried out in modern specialized laboratories.",,,,,FALSE,screen_positive,53
JOPT|2023-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|189,JOPT,2023-04-30,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,en,"Lube oil products comply with the Jordanian specifications, American Petroleum Institute (API) standards, the Society of Automobiles Engineers (SAE) standards, European standards (ACEA), Original Equipment manufacturers (OEM) specifications and the American Army Military standards (Military Standard), the products are subjected to the most stringent quality control tests carried out in modern specialized laboratories.",,,,,FALSE,screen_positive,53
JOPT|2023-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|299,JOPT,2023-04-30,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,en,"Lube oil products are based on Jordanian specifications, American Petroleum Institute (API) standards, the Society of Automobiles Engineers (SAE) standards, European standards (ACEA), Original Equipment manufacturers (OEM) specifications and the American Army Military standards (Military Standard), The products are subjected to the most stringent quality control tests carried out in modern specialized laboratories.",,,,,FALSE,screen_positive,53
JOPT|2023-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|73,JOPT,2023-04-30,DisclosuresDirectorsReport,jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities,en,"The plan also includes continuing to modernize the lube-oil laboratory by purchasing new and modern testing devices in order to raise the level of reliability and qualify it to examine used lube-oil to raise the level of after-sales service, and expand the scope of accreditation obtained by the laboratory (ISO 17025) from the accreditation unit of the Standards and Metrology Institution and the international ILAC organization, the plan also includes the production of new types of lube-oil with higher performance levels, such as gasoline engine oil with a performance level (API SP) and diesel engine oil with a performance level (CK4 and CJ4), where additives have been purchased for their production, and their production is expected to start during the second quarter of 2023.",,,,,FALSE,screen_positive,124
JOPT|2023-04-30|NotesListOfNotes|jsc-rep_DisclosureOfFuturePlan|0|en|26,JOPT,2023-04-30,NotesListOfNotes,jsc-rep_DisclosureOfFuturePlan,en,"The plan also includes continuing to modernize the lube-oil laboratory by purchasing new and modern testing devices in order to raise the level of reliability and qualify it to examine used lube-oil to raise the level of after-sales service, and expand the scope of accreditation obtained by the laboratory (ISO 17025) from the accreditation unit of the Standards and Metrology Institution and the international ILAC organization, the plan also includes the production of new types of lube-oil with higher performance levels, such as gasoline engine oil with a performance level (API SP) and diesel engine oil with a performance level (CK4 and CJ4), where additives have been purchased for their production, and their production is expected to start during the second quarter of 2023.",,,,,FALSE,screen_positive,124
JTEL|2023-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|7,JTEL,2023-04-27,DisclosuresDirectorsReport,jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear,en,"This new technology will accelerate digital transformation and provide more opportunities for IoT, smart cities, and industrial solutions .",,,,,FALSE,screen_positive,19
JTEL|2023-04-27|NotesListOfNotes|jsc-rep_DisclosureOfCashOnHandAndAtBanks|0|ar|4,JTEL,2023-04-27,NotesListOfNotes,jsc-rep_DisclosureOfCashOnHandAndAtBanks,ar,** حصلت المجموعة على 4 منح (منحتين خلال عام 2020 و منحتين خلال العام 2021) لتوفير التمويل لتعزيز مبادرات الابتكار الخاصة بشركة الاتصالات الأردنية، بما في ذلك أكاديمية الترميز التابعة للمجموعة والبرامج الأكاديمية الأخرى.,,,,,FALSE,screen_positive,34
ZEIC|2025-02-12|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|66,ZEIC,2025-02-12,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,en,"B. Zarqa Intermediate Technical College: - Zarqa Technical Intermediate College includes a number of specializations, namely: • Tax and Customs Sciences • Renewable Energy Technology • Electric and Hybrid Vehicle Maintenance • Architecture and Interior Design • Animation Arts • Digital Media • Cyber Security Specialization • Artificial Intelligence and Robotics Engineering • Applied English • Technical Accounting • E-Business Management There has been a clear development in the number of accepted students in the last two years, as the number of students in 2024 reached (1554) students compared to (959) students in 2023.",,,,,TRUE,screen_positive,94
ZEIC|2025-02-12|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|102,ZEIC,2025-02-12,DisclosuresDirectorsReport,jsc_DisclosureOfDirectorsReport,ar,هندسة الذكاء الاصطناعي والروبوتات اللغة الإنجليزية التطبيقية المحاسبة التقنية إدارة الأعمال الإلكترونية وظهر تطور واضح في أعداد المقبولين في السنتين الأخيرتين حيث بلغ أعداد الطلبة في عام 2024 (1554) طالباً مقارنة مع عام 2023 (959) طالباً.,,,,,TRUE,screen_positive,36
ZEIC|2025-02-12|DisclosuresDirectorsReport|jsc_DisclosureOfIssuingCompanysOrganizationalChartNumberOfItsEmployeesAndTheirClassesOfQualificationAndItsPersonnelQualifyingAndTrainingPrograms|0|en|1,ZEIC,2025-02-12,DisclosuresDirectorsReport,jsc_DisclosureOfIssuingCompanysOrganizationalChartNumberOfItsEmployeesAndTheirClassesOfQualificationAndItsPersonnelQualifyingAndTrainingPrograms,en,Secretariat * Consultants are from outside the company Audit and Internal Control Council's Secretariat 9- B - Organizational structure of Zarqa University Board of Trustees Consultants Internal Control Unit University President University Council President’s Office Deans’ Council Vices to the President President’s Counselors Secretariat of the Presidency and the Council Deanships Centers and Administrative Departments Dean of the Faculty of Sharea Dean of the Faculty of Arts Director of Public Relations Director of the Library Dean of the Faculty of Science Dean of the Faculty of Economics and Administrative Sciences Director of Financial Affairs Director of Development and Quality Assurance Unit Dean of the Faculty of Educational Sciences Dean of the Faculty of Law Director of Public Relations Director of Outside Projects Unit Dean of the Faculty of Medical Sciences Dean of the Faculty of Nursing Director of General Services Director of Translation Unit Dean of the Faculty of Engineering Technology Dean of the Faculty of Pharmacy Director of Medical Services and Insurance Director of Blended Learning Dean of the Faculty of Art and Design Dean of the Faculty of Mass Media Director of Supplies Director of Business Incubator Unit Dean of the Faculty of Information Technology Dean of Scientific Research Director of Islamic Cultural Center Director of Computer Center Dean of Students’ Affairs Dean of Admission and Registration Director of Continued Learning Center Director of Languages Center Dean of the Faculty of Dentistry Director of Electronic Learning Center Director of Energy Research Center 9 – C - The Organizational Structure of Zarqa Technical Intermediate College Board of Trustees Audit and Control Unit Dean of the College Secretariat of the Council Financial Department Secretariat Department of Cyber Security and Artificial Intelligence Engineering Department of Cyber Security and Artificial Intelligence Engineering Department of Digital Media and Animation Art Department of Architecture and Interior Design Department of Electric Vehicles Maintenance and Renewable Energy Technology College Council Deputy Dean Digital Media Animation Arts Technical Accounting Applied English Language Cyber Security Artificial Intelligence Engineering Electric Vehicle Maintenance Renewable energy technology 9 – D - The organizational Structure of Zarqa University Schools and Kindergarten Chairman of Administrative Board General Director Deputy of General Director Supervision Unit Secretariat Archiving Supervision and Training Quality Assurance Registration and Student’s Affairs Financial Dept.,,,,,FALSE,screen_positive,374
AEIV|2021-05-04|CorporateGovernanceReport|jsc-rep_DisclosureOfNumberOfMeetingsOfCommitteesDuringYearWithStatementOfMembersPresent|0|ar|1,AEIV,2021-05-04,CorporateGovernanceReport,jsc-rep_DisclosureOfNumberOfMeetingsOfCommitteesDuringYearWithStatementOfMembersPresent,ar,وكان حضور أعضاء اللجنة كما يلي : الرقم اسماء الاعضاء الصفة حضور إجتماعات مؤهلاتهم و خبراتهم 1 السيد / بكر صديق عمر ابو سيدو بكالوريوس إدارة أعمال ( 1998 ) ماجستير إدارة أعمال 2011 رئيس اللجنة 4 عضو مجلس ادارة شركة جراسيا للتأمين نائب رئيس مجلس ادارة ومدير عام مجموعة تونيلي للدواجن / رومانيا عضو لجنة الاستثمار والتدقيق لمجموعة تونيلي (رومانيا) مدير عام شركة سيليكت نوثربكوم للانتاج الزراعي والاعلاف / رومانيا نائب رئيس مجلس ادارة سيدو يونيون للتطوير العقاري (رومانيا) مدير عام شركة اميال للمقاولات (دبي) 2 الدكتور / اسامه رستم عزيز ماضي دكتوراه هندسة إنشائية (1981) عضو 5 أستاذ مساعد وأستاذ مشارك كلية الهندسة الجامعة الاردنية رئيس هيئة مديرين / الإئتلاف للإستثمارات الهندسية (ماضي وشركاهم) رئيس هيئة مديرين شركة العقبة للتعليم رئيس هيئة مديرين شركة الهضاب للإستثمارات السياحية والعقارية 3 السيد / عمار وائل عزت السجدي ماجستير هندسة اتصالات (1990) عضو 5 مهندس في شركة فلسطين الهندسية للمصاعد مدير دائرة اوراكل في مكتب الهندسة والكمبيوتر عضو هيئة مديرين ومدير دائرة البرمجيات في شركة فلسطين الهندسية عضو مجلس إدارة / جمعية شركات تقنية المعلومات الاردنية int@j عضو هيئة ادارية – الجمعية الاردنية للحاسبات مدير عام شركة البرمجيات المتـقدمة مدير مشارك شركة مسار للحلول النقالة عضو هيئة مديرين شركة فلسطين لتطوير انظمة التحكم الالكتروني عضو هيئة مديرين في الشركة المتخصصة لتقنيات قواعد البيانات السيد / معن علي محمد السحيمات بكالوريوس رياضيات (1994) عضو في لجنة التدقيق إعتباراً من 27 / 10 / 2020 بعد إجتماع رقم 4 عضو 1 مسؤول إنتـاج / المصنع الأردني للبصريات مدير في شركة تجارية خاصة مساعد مدير عام شركة الشرق العربي للإستثمارات المالية والإقتصادية م.ع عضو مجلس إدارة ومدير عام شركة المجموعة الأولى للإتصالات م.ع مدير عام شركة الشرق العربي للإستثمارات المالية والإقتصادية م.ع سابقاً رئيس / عضو في مجلس إدارة عدد من المؤسسات والشركات - سابقاً اجتمعت لجنة التدقيق مع المدقق الخارجي مرة واحده خلال عام 2020 من غير حضور أي من أشخاص الإدارة التنفيذية العليا .,,,,,FALSE,screen_positive,312
ARBK|2023-04-30|NotesListOfNotes|ifrs-full_DisclosureOfEntitysReportableSegmentsExplanatory|0|ar|29,ARBK,2023-04-30,NotesListOfNotes,ifrs-full_DisclosureOfEntitysReportableSegmentsExplanatory,ar,بالإضافة الى ما سبق يعمل البنك على ركائز يقود بموجبها استراتيجيته الرقمية وتلك الخاصة بالابتكار ومن أهمها الذكاء الاصطناعي والتحليل الاستباقي.,,,,,FALSE,screen_positive,21
ARBK|2023-04-30|NotesListOfNotes|jsc-rep_DisclosureOfRiskManagement|0|ar|29,ARBK,2023-04-30,NotesListOfNotes,jsc-rep_DisclosureOfRiskManagement,ar,بالإضافة الى ما سبق يعمل البنك على ركائز يقود بموجبها استراتيجيته الرقمية وتلك الخاصة بالابتكار ومن أهمها الذكاء الاصطناعي والتحليل الاستباقي.,,,,,FALSE,screen_positive,21
INVB|2023-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysRiskExposure|0|ar|55,INVB,2023-04-27,DisclosuresDirectorsReport,jsc_DisclosureOfCompanysRiskExposure,ar,- تحليل البيانات والقوائم المالية الخاصة بالعميل لإستخراج أهم النسب المالية والمؤشرات التي تساعد في اتخاذ القرارات الإئتمانية .,,,,,FALSE,screen_positive,19
INVB|2023-04-27|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|28,INVB,2023-04-27,NotesListOfNotes,ifrs-full_DisclosureOfCreditRiskExplanatory,ar,تحليل البيانات والقوائم المالية الخاصة بالعميل لإستخراج أهم النسب المالية والمؤشرات التي تساعد في اتخاذ القرارات الإئتمانية.,,,,,FALSE,screen_positive,17
JOEP|2024-04-30|NotesListOfNotes|ifrs-full_DisclosureOfSignificantInvestmentsInSubsidiariesExplanatory|0|en|0,JOEP,2024-04-30,NotesListOfNotes,ifrs-full_DisclosureOfSignificantInvestmentsInSubsidiariesExplanatory,en,"The Group owns the following subsidiary as of December 31, 2023: Company Name Authorized Capital Paid up Capital Ownership Percentage Main Activity Location Lightning Gate for Cloud Services 250,000 250,000 100% Providing technology services to facilitate bills payment and claims electronically Amman- Jordan The following table shows the financial position and financial performance of the subsidiary: In Jordanian Dinar Total Assets Total Liabilities Total Revenues Profit for the year 31 December 2023 707,967 434,074 1,039,388 25,720 31 December 2022 784,783 532,678 925,985 6,099 The Group recognizes combining of the business using the consolidation method when control is transferred to the Group and the transferred benefits from the merger are measured at fair value and are determined by the net asset value.",,,,,TRUE,screen_positive,121
