sent_id,A_commitment,B_commitment,rule_tier,rule_subject_ok,rule_verb_from_list,rule_verb,text
AIFE|2024-03-14|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|5,1,1,1,False,False,,دعم تأهيل مختبرات الذكاء الاصطناعي بأحدث المعدات.
APOT|2022-04-27|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|ar|33,2,2,1,True,False,بنى,أما الاستعداد للتغيير الحتمي، محور الاستراتيجية الثالث، الذي يهدف إلى تطوير إمكانيات الشركة من حيث القدرة على التعامل مع التغيرات المتقلبة والسريعة، وتوفير المرونة في استثمار الفرص أثناء تطبيق النموذج التشغيلي من خلال التركيز على الابتكار، وتبني أفكار خلّاقة لتحسين منتجات الشركة الحالية، وتطوير منتجات جديدة تقدم حلولاً لمشاكل المستهلكين، إلى جانب تفعيل الكفاءة والفاعلية في جميع خطوط الإنتاج، فستعمل الشركة خلال العام 2022 على تطبيق استراتيجية للتحول الرقمي وآليات الذكاء الاصطناعي تهدف إلى رقمنة كافة عمليات الشركة الإدارية والتشغيلية.
APOT|2025-04-21|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|1,2,1,1,False,False,,كما تتضمن خطط الشركة المستقبلية مشاريع للتحول الرقمي والتوسع في استخدام تطبيقات الذكاء الاصطناعي في عملياتها التشغيلية المختلفة.
ARBK|2022-04-03|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|ar|97,1,1,1,False,False,,"كما قدم البنك العربي الرعاية الفضية لمؤتمر ومعرض الذكاء الاصطناعي لتكنولوجيا الدفاع والأمن السيبراني الأول AIDTSEC 2021 والذي عقد تحت رعاية سمو الأمير الحسين بن عبدالله الثاني، ولي العهد، في مركز الملك الحسين بن طلال للمؤتمرات - البحر الميت في شهر تشرين الأول ٢٠٢١، بتنظيم من ""سوفكس"" الأردن."
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|24,1,1,1,False,True,استخدم,ستكون هذه الرؤية مدعمة بالتحليل الرقمي للبيانات لبناء خوارزميات شاملة تستخدم الذكاء الاصطناعي وتعلم الآلة ( Machine Learning ) كأسس يبنى عليها مستقبل الخدمات المصرفية للأفراد مما يمكّن البنك من الوصول الى مستويات عالية من التواصل الرقمي الموائم لكل عميل، الأمر الذي سيكون له الأثر الإيجابي بالمحافظة على قاعدة العملاء وتعزيز مستوى الرضا لديهم.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|ar|19,1,1,2,True,True,ب+مصدر,وإلى جانب ما سبق، يواصل البنك التزامه بتطوير استراتيجيته الرقمية المدعومة بالابتكار والقدرات التقنية المتقدمة، وعلى رأسها الذكاء الاصطناعي والتحليل الاستباقي.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|7,2,2,2,True,True,ب+مصدر,وفي إطار تعزيز توجهات البنك على صعيد التحول الرقمي، واصلت المجموعة التركيز على تعزيز كفاءة عملياتها عبر توظيف التقنيات الرقمية وأدوات الذكاء الاصطناعي ضمن إطار عمل مؤسسي لبرنامج تحول رقمي منظم على مستوى كافة قطاعات الأعمال، كما وتواصل المجموعة تنفيذ استراتيجيتها الرقمية لتوفير خدمات مصرفية رقمية تلبي تطلعات عملائها واحتياجاتهم المالية.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysRiskExposure|0|ar|138,1,1,1,False,False,,إدارة استمرارية ومرونة الأعمال والشراكة مع فريق الذكاء الاصطناعي: تمثل هذه الشراكة جهداً طويل الأمد ومستمراً لدمج التقنيات المتقدمة في عمليات إدارة استمرارية ومرونة الأعمال، مما يضمن بقاء البنك مرناً في مواجهة المخاطر الناشئة.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysRiskExposure|0|ar|139,1,1,1,False,True,اعتمد,وقد أثمر هذا التعاون عن تطوير أدلة استجابة متقدمة للحوادث، تعتمد على تقنيات الذكاء الاصطناعي وتعلم الآلة، وذلك للتنبؤ بالمخاطر والاستجابة لها بشكل استباقي، والحد من تأثيرها على عمليات البنك أو تعطيل خدماته.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|21,2,2,2,True,True,ب+مصدر,كما يعمل البنك على تطوير حلوله الموجهة للعملاء باستخدام الذكاء الاصطناعي التوليدي لتقديم خدمات سلسة للعملاء وتجارب متميزة في التعامل مع مختلف القنوات المصرفية عبر جميع المنصات الرقمية.
BOJX|2021-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|5,1,1,1,False,False,,تطوير منظومة إدارة البيانات والتحليل: بهدف تهيئة البنية التحتية لأنظمة المعلومات والبيانات على مستوى المجموعة من خلال استكمال العمل على تطبيق منظومة البيانات الضخمة Big Data وتحليل وعرض البيانات، لدعم عمليات صنع القرار، وتطوير مختلف جوانب العمل بالبنك بالاستناد إلى المعلومات.
BOJX|2021-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|8,1,1,1,True,False,ب+مصدر,تمكين فريق العمل : تم بناء خطة التدريب بالتوافق مع توجهات البنك الاستراتيجية؛ وخاصة تطبيق مشروع ERM ، وتطبيق منظومة البيانات الضخمة Big Data وكذلك تطبيق مشروع إدارة الأداء المالي المؤسسي، حيث سيعمل البنك على توفير الفرص التدريبية اللازمة التي تتناسب والاحتياجات الفعلية بما يساهم في الارتقاء بمستويات الأداء، وسوف يستمر في تحسين بيئة العمل في البنك من خلال تطوير وأتمتة خدمات وعمليات الموارد البشرية، وبناء وتطوير أنظمة وسياسات العمل المرن والعمل عن بعد.
CABK|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|ar|3,1,1,1,False,False,,ولان المرأة لها اولوية خاصة في برامج البنك واستراتيجيته فقد رعى بنك القاهرة عمان الفعالية الدولية لدعم صحة المرأة النفسية والروحية والجسدية في دورتها العاشرة، والتي أُقيمت في آيلة في مدينة العقبة حيث تم تسليط الضوء على دور المرأة العقباوية ومهاراتها ومساهمتها الفعّالة في مجتمعها المحلي من خلال عروض موسيقية والحرف التقليدية والمشغولات اليدوية المتنوعة ، وتسعى الفعالية الى دعم التكامل بين الصحة الجسدية والنفسية والروحية للمرأة، من خلال مشاركات من خبيرات وخبراء أردنيين وعرب واجانب في مجالات الصحة النفسية وجسدية واليوغا والعلاج بالفن والموسيقى والزيوت العطرية الطبية، بالإضافة إلى محاضرات حول الذكاء الاصطناعي والعلاقات الزوجية.
CAPL|2024-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|242,1,1,1,False,False,,ويتم استخدام تحليل البيانات إلى تعزيز جهود البيع والنمو، وستعزز الجهود أيضاً كفاءة الفروع وتنفيذ استراتيجية « بدون فروع بنكية » ، كما سيتم التركيز على تطوير الخدمات المصرفية المفتوحة .
CAPL|2025-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|3,1,1,1,False,False,,كما ستعمل المجموعة على تطوير الأنظمة البنكية الخاصة بها من خلال التحسينات المستمرة على البنية التحتية ونظم أمن المعلومات، بالإضافة إلى إدخال المزيد من أدوات الذكاء الاصطناعي .
INVB|2021-05-18|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysRiskExposure|0|ar|36,1,1,1,False,False,,- تحليل البيانات والقوائم المالية الخاصة بالعميل لإستخراج أهم النسب المالية والمؤشرات التي تساعد في اتخاذ القرارات الإئتمانية.
INVB|2023-04-27|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|4,1,1,1,False,False,,تحليل البيانات والقوائم المالية الخاصة بالعميل لإستخراج أهم النسب المالية والمؤشرات التي تساعد في اتخاذ القرارات الإئتمانية.
INVB|2025-08-18|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|4,1,1,1,False,False,,- تحليل البيانات والقوائم المالية الخاصة بالعميل لإستخراج أهم النسب المالية والمؤشرات التي تساعد في اتخاذ القرارات الإئتمانية.
JCBK|2024-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|97,1,1,1,False,False,,تحديــث أنظمــة منع تسريب البيانات بما يخص البريد الالكتروني والتي أصبحت على الحوسبة السحابية لرفــع كفــاءة المنظومــة الأمنية لــدى البنــك، والتي تلبي متطلبات البنك المركزي وأفضل الممارسات في مجال امن وحماية البيانات.
JCBK|2025-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|172,2,2,2,True,True,ب+مصدر,العمليات المركزية: حقق البنك من جانب العمليات المركزية خلال عام 2024 إنجازات نوعية عبر اتمتة العمليات المصرفية باستخدام تقنيات متقدمة مثل الاتمتة من خلال نظام RPA (الاتمتة الروبوتية للعمليات)، مما ساهم في تحسين الكفاءة التشغيلية وتقليل الأخطاء البشرية.
JMRC|2025-03-02|DisclosuresDirectorsReport|jsc_DisclosureOfIssuingCompanysOrganizationalChartNumberOfItsEmployeesAndTheirClassesOfQualificationAndItsPersonnelQualifyingAndTrainingPrograms|0|ar|2,1,1,1,False,False,,وفيما يلي بيان بالدورات التي شارك بها موظفو الشركة خلال عام 2024: عدد المشاركين المعهد عدد الدورات الدورة 1 شركة الوتين للأنظمة الإلكترونية 1 ادارة أمن الملفات 2 معهد الدراسات المصرفية 1 الذكاء الاصطناعي والتعليم الآلي في عالم التكنولوجيا المالية 1 معهد الدراسات المصرفية 1 الخدمات المصرفية المفتوحة 1 معهد الدراسات المصرفية 1 اعداد وعرض تقرير المدقق الداخلي واوراق عمله 1 أكاديمية الفنتك الأردنية 1 أبجديات التكنولوجيا المالية
JOEP|2022-04-24|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|ar|0,1,1,1,False,False,,الشركات التابعة والحليفة: تمتلك الشركه ما نسبته 100% من أسهم شركة بوابة البرق للحوسبة السحابية والبالغة (250) ألف دينار/سهم وتقوم هذه الشركة والتي تقع مكاتبها في عمان/خلدا بأعمال الحوسبة السحابية لشركات الكهرباء والقطاعات الأخرى داخل المملكة وخارجها.
JOEP|2025-04-30|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|ar|0,1,1,1,False,False,,الشركات التابعة والحليفة: تمتلك الشركة ما نسبته 100% من رأسمالٍ شركة بوابة البرق للحوسبة السحابية والبالغة 250 ألف دينار / سهم وتقوم هذه الشركة والتي تقع مكاتبها في جبلٍ عمان – الدوار الثالث بأعمالٍ الحوسبة السحابية لشركات الكهرباء والقطاعات الأخرى داخلٍ المملكة وخارجها، ويبلغ عدد موظفي الشركة 31 موظفاً .
JOIB|2022-04-28|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|62,1,1,1,False,True,ب+مصدر,احتساب احتمال التعثر ( PIT PD ) باستخدام النظام من خلال تحليل البيانات التاريخية.
JOIB|2023-04-30|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|59,1,1,1,False,True,ب+مصدر,احتساب احتمال التعثر ( PIT PD ) باستخدام النظام من خلال تحليل البيانات التاريخية.
JOIB|2025-05-03|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|62,1,1,1,False,True,ب+مصدر,احتساب احتمال التعثر ( PIT PD ) باستخدام النظام من خلال تحليل البيانات التاريخية.
JOKB|2025-04-17|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|2,1,1,1,False,False,,تطوير استراتيجية حوكمة وتحليل البيانات، مع التركيــز علــى اســتخدام أحــدث التقنيــات فــي الــذكاء الاصطناعي والبيانــات، لتحســين العمليــات، ودعـم البنيـة التحتيـة للبيانـات، لتعزيـز اتخـاذ القـرارات المسـتندة إلـى البيانـات.
JOPH|2025-04-22|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|ar|45,1,1,1,False,False,,تحليل الأسواق واستشراف المستقبل: تقديم دراسات تحليلية عن الأسواق، استكشاف الفرص التجارية، واستخدام الذكاء الاصطناعي لفهم المنافسة واتجاهات السوق.
JOPT|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|12,2,2,2,True,True,ب+مصدر,كما من المخطط له الاستمرار في زيادة محطات الشحن السريع للمركبات الكهربائية في محطات الشركة وخارجها من خلال تركيبها في مختلف محطات الشركة ومواقع العملاء كالمولات ومواقف المركبات، كما تعمل الشركة حالياً على أتمتة طلبات المحطات من المحروقات من خلال الربط إلكتروني بين الأنظمة، ويجري العمل حالياً على تطبيق نظام تدقيق استهلاك الطاقة باستخدام الذكاء الاصطناعي من خلال مراقبة سلوك الأحمال ومصادر التوليد.
JOTF|2022-03-27|NotesListOfNotes|ifrs-full_DisclosureOfAllowanceForCreditLossesExplanatory|0|ar|32,1,1,1,False,False,,احتساب نسبة الخسارة بإفتراض التعثر ( LGD ) حيث قامت الشركة بعملية الاحتساب من خلال تحليل البيانات التاريخية لمعدلات التحصيلات للشركة ( Recovery Rates ) وذلك بعد الاخذ بعين الاعتبار مجموعة من العوامل أهمها طبيعة الضمانات والمنتجات وتصنيف العميل وبناءً عليه فقد تم تطوير نسب ( LGD ) إما على مستوى إفرادي للعملاء المصنفين وغير المصنفين من خلال نظام التصنيف الإئتماني الداخلي.
JOTF|2023-03-27|NotesListOfNotes|ifrs-full_DisclosureOfAllowanceForCreditLossesExplanatory|0|ar|32,1,1,1,False,False,,احتساب نسبة الخسارة بإفتراض التعثر ( LGD ) حيث قامت الشركة بعملية الاحتساب من خلال تحليل البيانات التاريخية لمعدلات التحصيلات للشركة ( Recovery Rates ) وذلك بعد الاخذ بعين الاعتبار مجموعة من العوامل أهمها طبيعة الضمانات والمنتجات وتصنيف العميل وبناءً عليه فقد تم تطوير نسب ( LGD ) على مستوى إفرادي للعملاء المصنفين وغير المصنفين من خلال نظام التصنيف الإئتماني الداخلي.
JTEL|2025-04-24|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|ar|32,1,1,1,False,False,,دعم هاكاثون الذكاء الاصطناعي الذي استقطب أكثر من 200 مبدع ومبتكر كشريك الاتصالات الحصري.
JTEL|2025-04-24|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|7,1,1,1,False,False,,ولأننا دايماً مع جميع زبائننا أفراداً وشركات، يعد توسيع نطاق حلول Orange Business هدفاً نسعى لتحقيقه اتساقاً مع الاتجاهات التكنولوجية الحديثة والتي تشمل الحوسبة السحابية والذكاء الاصطناعي وغيرها.
SGBJ|2022-04-27|NotesListOfNotes|ifrs-full_DisclosureOfCreditRiskExplanatory|0|ar|33,1,1,1,False,False,,تم تطوير العلاقات المتوقعة بين مؤشرات الاقتصاد الكلي الرئيسية ومعدلات التخلف عن السداد لمحافظ الموجودات المالية المعنية بناءً على تحليل البيانات التاريخية على مدى السنوات الخمسة الماضية.
UBSI|2024-03-31|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|19,1,1,1,False,False,,ساعدنا تحليل البيانات على فهم احتياجات عملائنا وتلبيتها بصورة استباقية.
VFED|2024-02-29|CorporateGovernanceReport|jsc-rep_DisclosureOfInformationAndDetailsRegardingApplicationOfProvisionsOfTheseInstructionsAndCorporateGovernanceRulesInCompany|0|ar|0,1,1,1,True,False,ب+مصدر,"تقرير الحوكمة لسنه 2023 إن مجلس الإدارة في الشركة الشامخة للإستثمارات العقارية والمالية ملتزمون بتطبيق جميع بنود تعليمات حوكمة الشركات المساهمة المدرجة لسنة 2017, وتم إعداد هذا التقرير ليوضح المعلومات والتفاصيل المتعلقة بمدى امتثالنا لهذه التعليمات وهي كالتالي: أولاً: مجلس الإدارة : تم انتخاب مجلس الإدارة الجديد وحسب المادة 132/أ من قانون الشركات بتاريخ 27/04/2023, وتم الافصاح بموجب افصاح الكتروني عبر XBRL بتاريخ 27 /04/ 2023 ."
ZEIC|2022-02-24|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|15,1,1,1,False,False,,المشاركة في مؤتمر الذكاء الاصطناعي لتكنولوجيا الدفاع بتاريخ 1/11/2021.
ZEIC|2023-02-07|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|12,1,1,1,False,False,,طلبة كلية تكنولوجيا المعلومات بجامعة الزرقاء يحصدون جائزتين في الذكاء الاصطناعي بتاريخ 13/3/2022.
ZEIC|2023-02-07|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|49,1,1,1,False,False,,هندسة الذكاء الاصطناعي والروبوتات ج- رياض ومدارس الجامعة : من اهم المراكز التي حققتها رياض ومدارس جامعة الزرقاء على مستوى المملكة وإقليم الوسط والمديرية : المركز الأول والمركز الثاني على مستوى إقليم الوسط والمديرية في (مسابقة التلاوة والحديث ومسابقة الإبداع اللغة العربية (القصة والقصيدة الشعرية ) ومسابقة الإبداع اللغة الإنجليزية (المقالة والقصة القصيرة)، ومسابقة الموسيقى للأعمال الآلية والغنائية، مسابقة الإلقاء والخطابة، ومسابقة التلاوة والحديث الشريف، ومسابقة تحدي القراءة ، ومسابقة لوما ستارت 2022 - الممارسات التعليمية الفضلى، ضمن مشروع القبة الفلكية The Planetarium ومن بعض النشاطات والمبادرات التي اقامتها أو شاركت بها رياض ومدارس جامعة الزرقاء المشاركة في دوري كرة القدم المقامة على مستوى مديرية التربية.
ZEIC|2025-02-12|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|27,1,1,1,False,False,طور,هندسة الذكاء الاصطناعي والروبوتات اللغة الإنجليزية التطبيقية المحاسبة التقنية إدارة الأعمال الإلكترونية وظهر تطور واضح في أعداد المقبولين في السنتين الأخيرتين حيث بلغ أعداد الطلبة في عام 2024 (1554) طالباً مقارنة مع عام 2023 (959) طالباً.
