sent_id,lang,A,B,rule,subject_ok,verb_from_list,verb,text
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|51,en,2,2,2,True,True,use,"The bank also developed its interactive personal assistant, (Al Arabi), using artificial intelligence technologies to enable customer service staff to process customer voice notes and provide more personalised and seamless support services."
JOEP|2022-04-24|NotesListOfNotes|ifrs-full_DisclosureOfIntangibleAssetsExplanatory|0|en|1,en,1,1,2,True,True,develop,"The Company calculate the assets and obligations value to aquire the license and recognized its value at the present value of the payments at a discount rate of 8%, where the detailed is as follows: B) Systems under development This item represents payments incurred by the Company against the purchase of a new accounting system (SAP), cost to develop ERP system and mobile application, the development of these systems was not completed as of the date of the consolidated financial statements."
JOEP|2022-04-24|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|en|0,en,1,1,1,False,False,,"SUBSIDIARY AND AFFILIATE COMPANIES: THE COMPANY OWNS 100% OF THE SHARES OF LIGHTNING GATE FOR CLOUD SERVICES AMOUNTING TO (250,000) DINARS/SHARES."
ABCO|2025-08-14|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|54,en,2,1,2,True,True,invest_in,"As part of the Bank’s overall strategy, the IT Department focuses on enhancing its role in digital transformation, as the Bank strives to develop its digital services to meet the growing needs of customers, including investing in Artificial Intelligence (AI) and data analysis, in order to improve customers’ experience and increase operational efficiency and capacity."
JOEP|2025-04-30|NotesIncomeTax|jsc-rep_DisclosureOfTaxStatus|0|en|5,en,1,1,1,False,False,,"Gate lightning for Cloud services - Subsidiary company: The income tax provision has been calculated on the company’s business results for the year ended December 31, 2023, and previous years in accordance with Income Tax Law No. 38 of 2018 and its subsequent amendments."
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|35,en,2,1,2,True,True,invest_in,"Complementing these efforts, the bank will continue to invest in its AI roadmap and integrating data-driven insights via an enterprise data warehouse and data lakehouse."
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|21,en,2,2,2,True,True,leverage,"By leveraging artificial intelligence and machine learning technologies, the Group aims to achieve further growth in existing and new business sectors and refine decision-making processes for greater efficacy."
JOKB|2025-04-17|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|67,en,2,2,2,True,True,leverage,"In the area of Compliance, the bank deployed the AI-powered ISP anti-fraud System, designed to detect and prevent fraudulent activities in real time, leveraging machine learning and predictive analytics."
BOJX|2024-03-28|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|14,en,1,1,1,False,False,,"Most importantly, the bank has taken a deep dive into data analytics by creating a division for data management, which includes specialized units for data analytics, reporting, governance, and quality control."
AHLI|2022-04-02|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|en|49,en,1,1,1,False,True,leverage,"AnaMeen leverages 5th generation technologies including Deep Learning, Machine Learning and Artificial Intelligence to aid in validating and authenticating the digital identities of its users."
AIFE|2024-03-14|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|5,en,1,1,1,False,False,,Supporting the rehabilitation of artificial intelligence laboratories with the latest equipment.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysRiskExposure|0|ar|139,ar,1,1,1,False,True,اعتمد,وقد أثمر هذا التعاون عن تطوير أدلة استجابة متقدمة للحوادث، تعتمد على تقنيات الذكاء الاصطناعي وتعلم الآلة، وذلك للتنبؤ بالمخاطر والاستجابة لها بشكل استباقي، والحد من تأثيرها على عمليات البنك أو تعطيل خدماته.
JOEP|2025-04-30|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|ar|0,ar,1,2,1,False,False,,الشركات التابعة والحليفة: تمتلك الشركة ما نسبته 100% من رأسمالٍ شركة بوابة البرق للحوسبة السحابية والبالغة 250 ألف دينار / سهم وتقوم هذه الشركة والتي تقع مكاتبها في جبلٍ عمان – الدوار الثالث بأعمالٍ الحوسبة السحابية لشركات الكهرباء والقطاعات الأخرى داخلٍ المملكة وخارجها، ويبلغ عدد موظفي الشركة 31 موظفاً .
UBSI|2024-03-31|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|19,ar,1,1,1,False,False,,ساعدنا تحليل البيانات على فهم احتياجات عملائنا وتلبيتها بصورة استباقية.
JVOI|2024-03-21|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|6,ar,2,2,1,False,False,,قامت الشركة بشراء احدث إصدارات أنظمة تخطيط موارد المؤسسات من شركة مايكروسوفت وهو نظام Microsoft Dynamics 365 Finance & Operations ومن المتوقع الانتهاء من تنفيذه وتطبيقه في منتصف عام 2024.
JTEL|2025-04-24|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|ar|32,ar,1,1,1,False,False,,دعم هاكاثون الذكاء الاصطناعي الذي استقطب أكثر من 200 مبدع ومبتكر كشريك الاتصالات الحصري.
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|ar|5,ar,1,1,1,False,False,,وساهمت تحليلات البيانات في عملية اتخاذ القرارات والحفاظ على القدرة التنافسية ومواكبة التطورات.
ARBK|2025-04-06|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|ar|19,ar,1,1,2,True,True,ب+مصدر,وإلى جانب ما سبق، يواصل البنك التزامه بتطوير استراتيجيته الرقمية المدعومة بالابتكار والقدرات التقنية المتقدمة، وعلى رأسها الذكاء الاصطناعي والتحليل الاستباقي.
AHLI|2023-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|18,ar,2,1,1,False,False,,كما قامت الدائرة بتدشين وبناء مستودع بيانات (Data Warehouse) للبنك لتحسين دقة وسرعة استرجاع البيانات وإضافة قيمة أكبر لجميع عمليات اتخاذ القرار، وذلك ضمن المرحلة الأولى من مشروع البيانات الضخمة (Big Data).
CAPL|2024-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|148,ar,1,1,1,False,True,ب+مصدر,2 شهادات المركز المالي والفوائد : أتمتة العملية اليدوية المعقدة لإصدار شهادات المركز المالي، والفائدة الدائنة، والفائدة المدينة لتنفيذها بنقرة واحدة من خلال تطبيق إدارة عمليات الأعمال BPM استناداً إلى البيانات المزودة من مستودع البيانات .EDWH .
ABCO|2025-08-14|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|51,ar,2,1,1,False,False,ركز على,وفي إطار تحقيق الاستراتيجية العامة للبنك، تركز الدائرة على تعزيز دورها في التحول الرقمي، حيث يسعى البنك إلى تطوير خدماته الرقمية لتلبية احتياجات العملاء المتزايدة، بما في ذلك الاستثمار في الذكاء الاصطناعي وتحليل البيانات لتحسين تجربة العملاء وزيادة الكفاءة والقدرة التشغيلية.
JOPH|2025-04-22|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|31,ar,2,1,1,False,False,,تحليل الأسواق واستشراف المستقبل : تقديم دراسات تحليلية عن الأسواق، استكشاف الفرص التجارية، واستخدام الذكاء الاصطناعي لفهم المنافسة واتجاهات السوق .
BOJX|2021-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|103,ar,1,1,1,False,True,ب+مصدر,وعلى مستوى المشاريع المتعلقة بتطوير كفاءة العمليات جاري العمل على تطوير نظام إدارة المحتوى الإلكتروني والذي يعتبر من اهم المشاريع على مستوى قطاع العمليات وعلى مستوى استراتيجية البنك حيث ان الحاجة التاريخية للبنك كانت تتمثل بإدارة المحتوى الورقي والتخفيف من اعباء التداول الورقي والذي يلبي بذات الوقت المتطلبات الرقابية والحاجة للاحتفاظ بالمستندات.كما يتم أتمتة بعض العمليات المتكررة، كذلك استمر العمل بأعتماد الحوسبة السحابية على عدة أنظمة رئيسية ومستحدثة.
BOJX|2021-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|8,ar,1,1,1,True,False,ب+مصدر,تمكين فريق العمل : تم بناء خطة التدريب بالتوافق مع توجهات البنك الاستراتيجية؛ وخاصة تطبيق مشروع ERM ، وتطبيق منظومة البيانات الضخمة Big Data وكذلك تطبيق مشروع إدارة الأداء المالي المؤسسي، حيث سيعمل البنك على توفير الفرص التدريبية اللازمة التي تتناسب والاحتياجات الفعلية بما يساهم في الارتقاء بمستويات الأداء، وسوف يستمر في تحسين بيئة العمل في البنك من خلال تطوير وأتمتة خدمات وعمليات الموارد البشرية، وبناء وتطوير أنظمة وسياسات العمل المرن والعمل عن بعد.
